Instance;Objective;Heuristic;Metaheuristic;Time;Routes
p3.txt;764;SWEEP_;_TABU_SEARCH;7.963789939880371;5
p6.txt;996;SWEEP_;_TABU_SEARCH;10.49841856956482;4
p19.txt;2244;SWEEP_;_TABU_SEARCH;5.189339637756348;6
p5.txt;886;SWEEP_;_TABU_SEARCH;22.42832374572754;2
p1.txt;708;SWEEP_;_TABU_SEARCH;0.8117899894714355;4
p31.txt;788;SWEEP_;_TABU_SEARCH;0.010657548904418945;2
p15.txt;1214;SWEEP_;_TABU_SEARCH;0.9206302165985107;4
p2.txt;708;SWEEP_;_TABU_SEARCH;0.8062436580657959;4
p3.txt;780;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;2.8786439895629883;5
p6.txt;996;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;10.509544134140015;4
p19.txt;2244;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;5.192413568496704;6
p5.txt;886;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;22.43655514717102;2
p1.txt;708;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;0.8109440803527832;4
p31.txt;788;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;0.010009765625;2
p15.txt;1348;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;0.5263068675994873;4
p2.txt;708;LOCAL_CHEAPEST_ARC_;_GENERIC_TABU_SEARCH;0.8027985095977783;4
p3.txt;756;CHRISTOFIDES_;_GREEDY_DESCENT;5.190448045730591;5
p6.txt;996;CHRISTOFIDES_;_GREEDY_DESCENT;10.498093366622925;4
p19.txt;2244;CHRISTOFIDES_;_GREEDY_DESCENT;5.192636966705322;6
p5.txt;886;CHRISTOFIDES_;_GREEDY_DESCENT;22.412437200546265;2
p1.txt;708;CHRISTOFIDES_;_GREEDY_DESCENT;0.8092341423034668;4
p31.txt;788;CHRISTOFIDES_;_GREEDY_DESCENT;0.010698080062866211;2
p15.txt;1216;CHRISTOFIDES_;_GREEDY_DESCENT;1.0190708637237549;4
p2.txt;708;CHRISTOFIDES_;_GREEDY_DESCENT;0.8014369010925293;4
p3.txt;780;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;2.88096284866333;5
p6.txt;996;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;10.48600172996521;4
p19.txt;2278;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;5.261742115020752;6
p5.txt;886;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;22.52558398246765;2
p1.txt;708;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;0.8094947338104248;4
p31.txt;788;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;0.010001897811889648;2
p15.txt;1216;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;1.0238590240478516;4
p2.txt;708;ALL_UNPERFORMED_;_GENERIC_TABU_SEARCH;0.8056819438934326;4
p3.txt;764;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;7.93644642829895;5
p6.txt;996;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;10.51317024230957;4
p19.txt;2278;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;5.248743534088135;6
p5.txt;886;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;22.34206795692444;2
p1.txt;708;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;0.8077337741851807;4
p31.txt;788;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;0.009822368621826172;2
p15.txt;1228;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;0.6159782409667969;4
p2.txt;708;LOCAL_CHEAPEST_COST_INSERTION_;_TABU_SEARCH;0.8059098720550537;4
p3.txt;860;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;6.0872509479522705;5
p6.txt;996;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;10.495158195495605;4
p19.txt;2278;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;5.260323524475098;6
p5.txt;886;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;22.42719340324402;2
p1.txt;708;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;0.8093383312225342;4
p31.txt;788;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;0.011306524276733398;2
p15.txt;1169;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;1.1832985877990723;4
p2.txt;708;CHRISTOFIDES_;_GUIDED_LOCAL_SEARCH;0.8044986724853516;4
p3.txt;764;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;7.970168352127075;5
p6.txt;996;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;10.624413013458252;4
p19.txt;2244;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;5.184544801712036;6
p5.txt;886;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;22.435102224349976;2
p1.txt;708;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;0.8127496242523193;4
p31.txt;788;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;0.011382818222045898;2
p15.txt;1216;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;1.024627447128296;4
p2.txt;708;PARALLEL_CHEAPEST_INSERTION_;_TABU_SEARCH;0.8075485229492188;4
p3.txt;764;CHRISTOFIDES_;_TABU_SEARCH;7.960115671157837;5
p6.txt;996;CHRISTOFIDES_;_TABU_SEARCH;10.503943681716919;4
p19.txt;2278;CHRISTOFIDES_;_TABU_SEARCH;5.259422540664673;6
p5.txt;886;CHRISTOFIDES_;_TABU_SEARCH;22.394949197769165;2
p1.txt;708;CHRISTOFIDES_;_TABU_SEARCH;0.8115808963775635;4
p31.txt;788;CHRISTOFIDES_;_TABU_SEARCH;0.010786771774291992;2
p15.txt;1225;CHRISTOFIDES_;_TABU_SEARCH;0.5209145545959473;4
p2.txt;708;CHRISTOFIDES_;_TABU_SEARCH;0.804027795791626;4
p3.txt;878;SAVINGS_;_SIMULATED_ANNEALING;6.0314414501190186;5
p6.txt;996;SAVINGS_;_SIMULATED_ANNEALING;10.492888689041138;4
p19.txt;2244;SAVINGS_;_SIMULATED_ANNEALING;5.182741403579712;6
p5.txt;886;SAVINGS_;_SIMULATED_ANNEALING;22.37775492668152;2
p1.txt;708;SAVINGS_;_SIMULATED_ANNEALING;0.8096246719360352;4
p31.txt;788;SAVINGS_;_SIMULATED_ANNEALING;0.009943723678588867;2
p15.txt;1169;SAVINGS_;_SIMULATED_ANNEALING;1.1850354671478271;4
p2.txt;708;SAVINGS_;_SIMULATED_ANNEALING;0.8029217720031738;4
p3.txt;860;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;6.068369626998901;5
p6.txt;996;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;10.60094928741455;4
p19.txt;2244;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;5.177569627761841;6
p5.txt;886;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;22.39123272895813;2
p1.txt;708;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;0.80706787109375;4
p31.txt;788;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;0.009962797164916992;2
p15.txt;1234;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;0.8381242752075195;4
p2.txt;708;EVALUATOR_STRATEGY_;_GUIDED_LOCAL_SEARCH;0.8017733097076416;4
p3.txt;756;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;5.1811394691467285;5
p6.txt;996;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;10.511806726455688;4
p19.txt;2278;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;5.26022744178772;6
p5.txt;886;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;22.374120473861694;2
p1.txt;708;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;0.8107955455780029;4
p31.txt;788;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;0.009824037551879883;2
p15.txt;1225;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;0.5206396579742432;4
p2.txt;708;EVALUATOR_STRATEGY_;_GREEDY_DESCENT;0.8025374412536621;4
p3.txt;756;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;5.183298349380493;5
p6.txt;996;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;10.501256942749023;4
p19.txt;2244;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;5.182174444198608;6
p5.txt;886;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;22.395915985107422;2
p1.txt;708;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;0.8062148094177246;4
p31.txt;788;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;0.009977102279663086;2
p15.txt;1214;PATH_MOST_CONSTRAINED_ARC_;_GREEDY_DESCENT;0.9282214641571045;4
